Id,Predicted
184,509074.2335523672
185,48527.256295218474
186,100471.87246540343
187,101124.16925783594
188,32675.02937645158
189,119387.16420295797
190,79193.87701451164
191,69878.53295689117
192,62301.51875356545
193,100512.82771763022
194,49552.59509788785
195,335139.49198716314
196,80129.50718918417
197,144912.27722907157
198,131651.86180318118
199,58594.57274736182
200,97210.14331061362
201,152613.88464333082
202,225661.65139386372
203,43181.57274879639
204,51619.083086999635
205,62560.5074249602
206,63295.68544727438
207,67394.44074684789
208,66315.14712821314
209,76154.90684287457
210,50741.705664916466
211,212192.30919867987
212,45439.485182690165
213,81209.10883812868
214,100933.55314811584
215,125528.37242050233
216,94608.30612668599
217,107387.70244332285
218,114887.86271561448
219,384412.068704495
220,103568.97906736608
221,79776.56218353285
222,53903.75307713756
223,59942.16831702175
224,126600.76725116564
225,56597.31295362952
226,54716.84847493107
227,104421.50501369114
228,84847.77087743169
229,106023.97843909675
230,42366.00651373404
231,74760.84943801058
232,24014.5566925046
233,215286.1017251025
234,138730.74683815535
235,85258.79562917567
236,54495.80351713082
237,121097.82815250661
238,150552.0483714067
239,35979.61816398535
240,96118.58538638643
241,61318.39668477767
242,296291.0687073282
243,107720.91336551697
244,87766.6891400105
245,96917.76519594481
246,114729.93931386585
247,108001.71110501932
248,125769.53213642292
249,117210.14962794272
250,69543.16313396348
251,104396.36581116724
252,113859.85134653702
253,82212.36409914414
254,45385.28475957255
255,62458.151575949574
256,122505.35047453202
257,57266.50729354821
258,220371.83667355232
259,146006.12962290918
260,64747.215279899436
261,281716.9291892743
262,91850.82619406299
263,69321.717219789
264,62627.68676944948
265,79082.89702702349
266,100110.33256306271
267,95313.67661435103
268,217841.4518497571
269,66695.632746141
270,195926.44280467398
271,77789.73243601878
272,53038.86137981747
273,123484.03577171866
274,121443.20166747134
275,49112.172186612646
276,60236.27689761745
277,104022.74649298903
278,55568.52652848889
279,76780.38646582815
280,49025.9960644252
281,188370.7578307687
282,63972.3361729879
283,64891.65836144511
284,61756.70777150311
285,134543.99409839307
286,101455.81126490906
287,60412.95828218491
288,119095.5770692609
289,132247.64093842104
290,54585.319831795176
291,55464.27740540447
292,50516.64687826388
293,231469.88072234407
294,71392.77442242987
295,182136.341552287
296,215581.74516703514
297,23126.744700600873
298,54501.75745994099
299,178957.6558852874
300,132367.91454108513
301,47795.337929816276
302,94605.66517790576
303,51405.199531313556
304,145284.8967861078
305,51953.997375133105
306,70797.85600953917
307,61564.25634772084
308,82272.23579984982
309,115497.19005529402
310,64956.55055179239
311,23992.64332710061
312,63728.596067821454
313,63481.49594734476
314,204116.32018405682
315,180446.37800244417
316,132589.17963618494
317,34381.16820459491
318,54232.68295775482
319,61030.082096901475
320,86340.54554620404
321,64745.782740095005
322,35716.926544931586
323,190313.71887220873
324,21609.713145215283
325,43039.750015687816
326,60220.613832166586
327,63518.50841505467
328,120995.70229446072
329,141336.7818655862
330,56122.025065583024
331,190889.16838726995
332,154420.89544502864
333,91298.35959448527
334,89437.79536341211
335,261617.70788374642
336,49162.055911801544
337,43056.84973291507
338,23531.461546016988
339,91294.62239367448
340,197033.63992310746
341,93148.50350473587
342,83119.32388858993
343,57238.05272689984
344,55338.05740713554
345,115183.73103314196
346,28188.627840434085
347,65608.83694353054
348,99204.78256667867
349,114679.82235530352
350,63146.62571810042
351,104567.60989669655
352,70073.70683351513
353,72412.14205451267
354,144761.91365707244
355,142541.31714195243
356,103383.4236364306
357,54375.833690796884
358,97418.86977290097
359,72043.99367131974
360,57301.387767349945
361,58758.95188036052
362,80052.66633653105
363,22265.76035235777
364,200793.12692459198
365,58794.459796155126
366,65087.44674463677
367,479460.3583489534
368,168607.2771880866
369,116191.87556709787
370,56990.36282490922
371,91963.68681141565
372,287918.72966528975
373,148929.61047040002
374,396318.6255317966
375,168131.37509620067
376,68075.12413223425
377,169825.6218176252
378,104971.00818140805
379,146978.83125629765
380,80009.6176735909
381,65084.680580025015
382,101091.46396960501
383,37070.80535720165
384,62567.175649908066
385,119684.83236583363
386,136759.5736734006
387,108951.01860758614
388,95149.49383123284
389,96944.64979392583
390,134909.43976791837
391,61260.17558556798
392,98666.76686499524
393,89195.60358670098
394,122441.36679658393
395,97755.37260420564
396,94668.4576858376
397,89063.567970617
398,110867.76280930803
399,100378.37133324843
400,170112.17715616443
401,166554.10400466295
402,22378.695694964146
403,63338.35900264281
404,69628.33499924764
405,103792.75869242377
406,48780.1176347768
407,47600.126661787384
408,89508.6286352005
409,43982.94945185866
410,88915.22122289338
411,49478.45290597865
412,122673.10987722485
413,172563.17924427844
414,107934.08054974503
415,94420.71538305946
416,79826.40799195538
417,74347.8255148093
418,30219.770719470864
419,86965.61165495301
420,47177.92331296966
421,30685.35412341189
422,92827.43818235201
423,81890.16957346871
424,82990.98728669921
425,174965.9049438686
426,116638.37307594426
427,57361.00305804185
428,49449.31733612227
429,61419.65652618547
430,99427.68975940629
431,52867.94212049503
432,59904.78927187753
433,75051.51132384219
434,206596.04335397232
435,58245.015755536406
436,163080.749869595
437,104522.6346921517
438,62678.222542027645
439,57922.89733413981
440,65480.14319837689
441,123652.23609898836
442,126198.67383597721
443,41031.32974792909
444,143602.24085739462
445,119684.83236583363
446,94699.71310652446
447,21004.24386172222
448,60543.897823717874
449,24396.68226358632
450,70032.39102611088
451,131988.26850520947
452,94861.29263714443
453,59258.835571209915
454,151473.27707170267
455,78071.63824487483
456,76828.59666543036
457,75152.10058527412
458,97806.70194045825
459,123284.06575758895
460,53132.2438683265
461,95355.61394555711
462,37618.41809416358
463,88377.77070483507
464,162187.31671070599
465,52923.82032102914
466,57067.32137241821
467,102896.69758399663
468,137239.77174122017
469,71683.84281028213
470,144103.5452016321
471,57775.304043598066
472,52984.01760463201
473,45725.20804105189
474,100235.0718779514
475,63803.83549699449
476,28771.764027321464
477,117490.07481537448
478,62832.7686494866
479,131059.61764022964
480,34290.967940273156
481,11365.951745570943
482,82902.21403862993
483,101638.9459385299
484,79894.88447768457
485,125854.53565768196
486,88682.96876339286
487,49681.253838223216
488,50455.310363576216
489,228271.11273676605
490,102276.50334314667
491,102779.07677893665
492,74881.28347934825
493,73292.54528964343
494,67626.46924268424
495,120657.6881818166
496,345877.4492417036
497,104285.73957472936
498,170653.4929023601
499,89397.38410620553
500,224052.3814104756
501,44893.53413546446
502,220781.55683822453
503,57940.905306507346
504,54143.42823441516
505,137328.37079448096
506,64263.35988516621
507,148167.45607524764
508,151871.84958566068
509,105014.64691719862
510,63973.55619347569
511,78561.36074885206
512,67216.0634299528
513,106470.54272987097
514,52092.34639278069
515,95730.95630788927
516,59532.65874874691
517,150702.75637896234
518,119181.33970348898
519,202533.36029032772
520,69165.08488803066
521,38650.272515506855
522,96598.61621700555
523,57473.97590509334
524,79093.8440611557
525,66886.74335757995
526,51261.08178394254
527,60063.307842385264
528,99008.28762439007
529,21819.26183266139
530,49274.32364026923
531,243768.37056488058
532,72907.17245073227
533,101152.42002757487
534,49781.4039615013
535,55059.76027135404
536,38934.14564800184
537,91712.4226343622
538,73352.26244017956
539,140307.407753432
540,73727.85568801119
541,147452.56725700994
542,54370.265302844025
543,108060.53138823452
544,53148.9614572119
545,44960.24559461859
546,82937.85414402933
547,75009.8065239869
548,122879.63017416254
549,153821.0737821439
550,61640.354991404776
551,60866.91593471509
552,49391.44414126723
553,61793.493688646195
554,111533.86782977822
555,84062.74039964961
556,112851.24532985824
557,21819.26183266139
558,241757.4321823317
559,58251.58595671262
560,222681.0690371755
561,164132.26536185527
562,63786.794480473705
563,85426.72885976122
564,61189.875816257576
565,197073.09727653846
566,73453.99007970728
567,82159.79984699035
568,101713.00840477122
569,59012.37398434314
570,58532.6204029541
571,78873.03933864934
572,142902.4983973774
573,24515.11424771887
574,64164.99339028698
575,39968.6576865628
576,134395.5166883516
577,145692.97328641414
578,134214.90214411658
579,104277.67274366388
580,125528.37242050233
581,167588.5167097767
582,57903.76117536953
583,66604.44473706576
584,63090.58631603789
585,80611.3640702603
586,63440.21180820526
587,101978.99730826834
588,68481.51096199243
589,55738.391381074776
590,75601.83149752044
591,154023.34054223212
592,124493.87057044546
593,154813.63353608793
594,64840.35123724512
595,76490.25295688793
596,57247.241207000436
597,90959.05654186846
598,77027.87762750845
599,201950.32112690934
600,82882.63495958797
601,77424.82787591599
602,116869.34930770313
603,119252.84668394561
604,44273.898014665836
605,125504.95150354397
606,140726.34295419778
607,99585.320529983
608,56033.27775602812
609,65485.70492884896
610,80932.00962882955
611,79924.79761256557
612,66987.43601716122
613,68764.08458092902
614,159497.53957685686
615,61469.77761532074
616,215581.74516703514
617,59205.841969983776
618,120662.87582064632
619,130697.4570723419
620,83445.02718861248
621,23592.995639248416
622,102061.11787268946
623,52959.813156199685
624,98514.98640551948
625,99158.28276851503
626,95438.98569974037
627,53345.21908234362
628,57702.05686561082
629,122929.69193946465
630,129262.87214277142
631,187848.64167979552
632,37650.825920606054
633,44060.829631823544
634,57856.04341077732
635,72810.86658105269
636,94839.53510969982
637,51142.88484302801
638,133938.2424010155
639,109679.1552781057
640,73561.29261088304
641,51806.47314573243
642,84501.29417134641
643,92732.20138996911
644,194524.60637078807
645,79859.54244265518
646,169413.96617052326
647,177080.6056152661
648,66604.52442914451
649,60947.34778390832
650,94386.69335213749
651,117711.94339700064
652,113052.25967702604
653,125272.58578712409
654,88319.00153700549
655,375161.144919555
656,61466.33570735922
657,65824.08167917491
658,61787.314922527104
659,100749.13317545691
660,97093.44812388744
661,98069.08298475342
662,139578.11347967354
663,61963.274162020156
664,50136.42576738663
665,52072.510855317516
666,80340.87230761605
667,157828.61903677817
668,90529.0137725867
669,69574.88776680484
670,143120.9922376985
671,95742.68777009223
672,38835.30521209046
673,83524.69761106539
674,161002.250509117
675,121167.61404187002
676,184139.82609602337
677,60212.13801753115
678,51108.3587794992
679,549774.713350306
680,48081.09344318972
681,67298.9608877381
682,89937.85797645265
683,54507.909951622714
684,67787.58904005197
685,242861.07585398684
686,103975.04318155769
687,242015.64774499641
688,53345.555075598946
689,54504.90932726245
690,127262.70044278252
691,50535.436458263895
692,63471.12544224188
693,211143.0337684804
694,138593.07828044528
695,57644.61247224281
696,22420.417086076617
697,60048.41303724915
698,59230.74930370038
699,170267.06114067216
700,104760.07027255632
701,66982.73020133715
702,95524.15391588777
703,178234.73521821495
704,61071.009660019285
705,297578.84468390036
706,97810.66106102827
707,140843.7195713388
708,70822.60031768332
709,104361.47228631368
710,127592.66926869584
711,40027.728730312614
712,112874.27447070002
713,101772.08740059355
714,64429.6348640546
715,102001.83611670708
716,108103.32033120707
717,64408.90291758414
718,115061.94580548983
719,57933.479288798655
720,64559.85809247746
721,82885.35362473632
722,109471.12468850493
723,62901.83088170937
724,68091.95898013655
725,61094.272776380836
726,75934.50099751969
727,70851.20882495126
728,72105.3552798023
729,31306.937895849464
730,132562.87226747442
731,85252.41375358215
732,83430.43869196439
733,67210.95236997843
734,106213.2548902588
735,72312.88523826374
736,254568.7320725052
737,98570.8598561786
738,52917.4095191228
739,88485.35016258388
740,74174.3499203797
741,19242.25703856295
742,52322.00305743317
743,106584.78731127807
744,82212.36409914414
745,144687.44195331188
746,67312.73807476136
747,96389.92168094729
748,61791.61131917783
749,98510.53267377893
750,362963.38668390893
751,61253.69886876897
752,105639.97838578427
753,93797.39591599202
754,237530.77458554824
755,93274.52209500609
756,62426.67064182397
757,100931.85513273854
758,136619.76799173758
759,65637.4337651462
760,98049.87479764472
761,57095.38008570256
762,90159.70556625591
763,156054.04609289372
764,65082.3258385929
765,214036.93765141186
766,50845.534795731844
767,110838.52894937155
768,83148.67738050965
769,67149.63560775048
770,387999.86983178614
771,143430.9885914144
772,127327.01874809709
773,120934.46224547224
774,89479.84592284849
775,69201.51120953863
776,109281.6157676076
777,45317.22880608884
778,57714.86910371338
779,118159.92965813738
780,97475.14527614323
781,107677.68997791571
782,61801.70007445255
783,63043.50536796462
784,56790.345373607495
785,92528.87055866393
786,99183.055367199
787,83361.48076683746
788,66737.85885118337
789,54791.302001278185
790,50307.72541473448
791,71016.528350966
792,251015.7843100999
793,58386.856327549176
794,86625.24669119575
795,142541.31714195243
796,46586.595965863264
797,66529.70610582546
798,45621.63849175959
799,80872.79719095472
800,118346.50194888376
801,74682.0259406906
802,118346.50194888376
803,23633.89750140949
804,52400.744959746604
805,51843.1968672236
806,61039.611358163005
807,105454.94508086998
808,132802.6813325236
809,60055.1798250688
810,215902.06800244586
811,57550.08566215154
812,23592.995639248416
813,52343.88748993376
814,73661.43350002434
815,70960.14281687103
816,86705.05325724604
817,130913.8782864721
818,520025.8407315758
819,128650.49485403602
820,117895.62234126996
821,32675.02937645158
822,103311.17914652849
823,64590.46994698517
824,116915.81170807833
825,53955.452810668095
826,64829.98025928166
827,62726.23645096827
828,51821.21111295553
829,93309.73464830536
830,147868.77862716498
831,135464.96948856412
832,88811.72760748713
833,111597.61381646781
834,61668.33671941628
835,109490.6550311242
836,94841.18863560444
837,80379.7621381688
838,49929.42016412216
839,53328.64967995362
840,68558.66274124644
841,24150.689915829673
842,96845.09351177633
843,56970.125541301044
844,119062.97308641532
845,100356.61791085092
846,112855.21056736009
847,62206.005645127836
848,46156.8712627769
849,46186.91059547772
850,71045.68695486293
851,74144.65914658771
852,59844.271938594495
853,102240.01957294415
854,57686.10017173804
855,217325.72603661736
856,63935.817231002766
857,79881.31572468522
858,69766.30149663766
859,45381.90855639449
860,103889.20801871642
861,96118.58538638643
862,114129.72468913392
863,92418.79838176907
864,179660.42694362265
865,63249.719638998555
866,54991.86064575757
867,92788.52376930496
868,85319.619110766
869,72194.20478690877
870,168036.34487070452
871,907351.4230161468
872,105244.53348825885
873,49229.71637037556
874,189868.51762469817
875,130585.066437
876,128046.65277807611
877,165801.8400229754
878,51318.81005127478
879,103357.10052383161
880,204983.98276977031
881,53535.23670872177
882,56681.56960496763
883,23722.84728737414
884,56844.984667953795
885,60772.49108912694
886,101624.20939697792
887,82419.4663069983
888,44389.12661673545
889,57061.45187881546
890,90836.62629955684
891,144237.30399884866
892,68433.45669537217
893,58236.5908507309
894,96280.02466192143
895,101253.77669546622
896,134138.4780139041
897,162410.44405976447
898,86281.27828784318
899,123347.80556679111
900,57619.460548830895
901,153151.80367880178
902,90650.90354117108
903,94237.39426596042
904,82295.03793761389
905,221333.55577630724
906,107818.30261213012
907,170517.1852580863
908,72903.87324163572
909,108261.98169065377
910,69188.03031932689
911,105333.26136017818
912,61512.23162678169
913,59048.77916324688
914,22274.51590593827
915,261843.9401956098
916,75164.4698510864
917,67606.7056624985
918,297578.84468390036
919,60578.16184487512
920,77150.20994744844
921,97768.09300544804
922,116307.32033944858
923,128554.19365994167
924,120607.00714900262
925,47195.75146110161
926,141600.86369365745
927,139336.83411747465
928,66853.60360726349
929,65806.83723224723
930,252876.52918447347
931,55875.011719566195
932,106527.65848388887
933,197393.5203249656
934,93138.6085445454
935,105478.8406888006
936,66686.95390661294
937,61930.06975706741
938,54533.307145497754
939,66199.99279303766
940,229888.54819085065
941,176677.81388824806
942,45073.385805836064
943,60900.44696631732
944,140550.5070942802
945,52543.65866364797
946,71225.06981654081
947,92414.57854824844
948,69375.93673139112
949,47308.4513366969
950,106902.95243502581
951,155180.6226291193
952,93207.97054624971
953,127161.84307200879
954,39917.1888160526
955,43891.078861273556
956,89609.2404938952
957,156854.80982193147
958,40640.876791011935
959,149149.98570340188
960,109669.02863802509
961,85822.4734052586
962,39238.576804923214
963,125570.07897801945
964,161032.51525408388
965,65307.34171101634
966,98701.51839069504
967,82178.93440293998
968,62371.209146156325
969,64041.27276886843
970,80777.07066601029
971,51794.17316769449
972,49447.49055398903
973,70829.0241009272
974,59176.6686625726
975,110877.77249737794
976,52744.54631414777
977,59008.654680648666
978,79037.0480076907
979,84373.78931267088
980,165805.6427096975
981,165023.90337214695
982,217067.1292606435
983,122637.0973225107
984,58521.37624560767
985,63289.420672980414
986,135849.40554606498
987,37070.80535720165
988,85978.55643409757
989,69208.56217882731
990,107238.76867491455
991,79952.22211129178
992,98993.86438974657
993,87072.03752027755
994,123401.54286039228
995,76981.66141219377
996,88095.11765558977
997,157387.2912924018
998,94659.80561196781
999,57283.11833842252
1000,78703.94006250377
1001,106158.79174277207
1002,59249.87884411353
1003,119493.24704231192
1004,75446.30412857684
1005,72607.79965192016
1006,58794.09395613502
1007,118526.8883381749
1008,48289.2894570711
1009,21158.1451817841
1010,193457.86440790092
1011,42743.89579739957
1012,136759.5736734006
1013,68828.97598784458
1014,116069.6840566547
1015,130867.916538672
1016,57283.007940685115
1017,60480.99770624903
1018,95642.86950527389
1019,97390.46664690344
1020,95876.29673681298
1021,98450.05870715593
1022,57695.288716175775
1023,68343.53368028691
1024,55621.32860950224
1025,65250.55279383747
1026,53052.04141259246
1027,120104.4795642646
1028,23432.972015548832
1029,226312.4580062458
1030,189491.78223955532
1031,57750.12007503165
1032,69448.67367794721
1033,85650.47917788275
1034,69190.93817142521
1035,36399.83368912871
1036,95113.1891165656
1037,48010.74240334563
1038,142191.85502165352
1039,79827.88201397017
1040,150527.63765960524
1041,162019.9115126937
1042,109986.41430213266
1043,171275.19271643437
1044,83501.33263331474
1045,69502.8167548019
1046,65173.98775371832
1047,375335.27484171884
1048,76325.1543524462
1049,103329.0299878025
1050,95964.62423056582
1051,115437.72459859401
1052,97882.89120676025
1053,58066.431371309925
1054,66746.8904072176
1055,31286.545533076933
1056,161693.35113967053
1057,219397.415315037
1058,211313.01373592875
1059,103496.69145293586
1060,72298.53061449969
1061,126589.11134738974
1062,100658.56838991752
1063,99614.6815388578
1064,61327.28940311915
1065,54861.48467601344
1066,89197.16489309033
1067,70801.6117810875
1068,66290.51889248927
1069,69086.16379304299
1070,63626.692353744314
1071,72879.85769564066
1072,207678.77733597398
1073,233050.10904249182
1074,84483.37529980205
1075,126008.05671738677
1076,178159.16616359036
1077,94146.41759061297
1078,148956.54002822604
1079,64792.33796806621
1080,88210.39055351568
1081,43819.827135615604
1082,64680.84840462127
1083,59714.11503880345
1084,64533.81599791868
1085,173606.33634600503
1086,67800.82369191729
1087,111578.70054160687
1088,338908.4397716808
1089,121017.5133572648
1090,46585.70692535145
1091,48678.66437884041
1092,53633.819102248126
1093,46878.038421800644
1094,85847.77342464637
1095,54980.64666961836
1096,231734.76201607395
1097,93195.479698162
1098,121433.00551168006
1099,54750.248831098885
1100,79141.71243083809
1101,97810.57540782164
1102,62208.319045579694
1103,62735.50855980165
1104,149340.64791965307
1105,153650.2727973536
1106,50461.63878313109
1107,79077.53400767627
1108,98307.66549347925
1109,124562.4763398053
1110,126729.95691167215
1111,60210.34295664986
1112,125680.67496110681
1113,92490.05355221021
1114,99884.06865599434
1115,23592.995639248416
1116,84894.74740805321
1117,72457.07978402032
1118,126618.84769157937
1119,119684.83236583363
1120,66196.31766910346
1121,93795.26873659964
1122,188435.7325013416
1123,135912.20642094468
1124,84345.18739424758
1125,114115.74718597166
1126,127592.66926869584
1127,166225.89904324693
1128,72384.64713354573
1129,51574.204246219764
1130,132740.51477438642
1131,39574.01424118893
1132,402119.9331745919
1133,68135.93067661973
1134,138476.82319286792
1135,209622.02901578392
1136,65715.41458783712
1137,98297.80922663082
1138,115038.50112769887
1139,84894.69616273999
1140,63616.31114049283
1141,80858.96499481158
1142,82580.13065549606
1143,90874.12628739713
1144,72437.67878037354
1145,62853.120711797186
1146,58794.09395613502
1147,60988.85454605012
1148,99924.38688878228
1149,138684.11173884448
1150,26669.31443530033
1151,75184.98635955968
1152,111693.71917068677
1153,102662.8616591066
1154,52888.368477297445
1155,150688.6464673266
1156,48850.40682081265
1157,71772.542407365
1158,70967.24248481981
1159,100755.86289652427
1160,144761.91365707244
1161,125528.37242050233
1162,109452.50209786782
1163,64438.789860976176
1164,141075.54985228143
1165,82546.97693466838
1166,296291.0687073282
1167,101475.34067296248
1168,148776.4434866874
1169,139874.73338079773
1170,186860.07879651943
1171,80389.8385374641
1172,69335.5338652295
1173,107302.76678828946
1174,58066.431371309925
1175,52584.957584056494
1176,223573.20493748842
1177,90865.19782157465
1178,43754.57628792522
1179,128554.19365994167
1180,63928.24847984705
1181,118176.78003568319
1182,81226.54386778799
1183,107726.50862849122
1184,53245.16332634887
1185,63256.071039158225
1186,116672.79202940446
1187,16898.17704921699
1188,45234.30763529236
1189,90468.12517507242
1190,153537.17083960964
1191,71841.94075629236
1192,70076.72679049907
1193,149886.099158074
1194,200327.18751315353
1195,229465.9556486684
1196,65507.08054329201
1197,66265.76673481191
1198,93444.29470110148
1199,124397.73971118283
1200,101347.03839772356
1201,109226.96401669065
1202,82984.52723710658
1203,141843.7230500086
1204,111916.88349504993
1205,169029.19897145213
1206,130612.10036388201
1207,95070.80064215601
1208,43451.27183285042
1209,77073.53102653551
1210,73659.65838830652
1211,53630.56123477677
1212,92261.60276906767
1213,84803.72509440957
1214,76604.06865429338
1215,140833.6157571599
1216,147793.31403049116
1217,58228.82053983288
1218,36748.353860320385
1219,141654.50473620414
1220,113118.09207705785
1221,96906.6697798674
1222,52218.08551677273
1223,45045.85541845636
1224,82992.52739466581
1225,53369.26507246597
1226,56103.66570925949
1227,58391.2467719857
1228,83502.89428924836
1229,123623.35521574048
1230,99369.06389342214
1231,72619.84633065034
1232,80249.05525924699
1233,121220.44128127763
1234,86629.88556722832
1235,124801.72162893691
1236,185521.5639603027
1237,61146.39114304407
1238,74860.64030341918
1239,126108.68399257146
1240,50870.28623654415
1241,30646.481099314653
1242,192548.0263074568
1243,60151.02859633692
1244,60184.15852661392
1245,154747.71830949842
1246,115069.21125428425
1247,94699.71310652446
1248,103745.38808163858
1249,88418.86357191835
1250,110877.22396974302
1251,216734.1436458971
1252,81006.02891046798
1253,51182.814475393854
1254,71052.32210307106
1255,159529.1843774649
1256,125518.6459008116
1257,109887.72530825302
1258,22090.443986103768
1259,52270.89977650147
1260,18734.209620930662
1261,198601.91568770804
1262,71375.83414781907
1263,119684.83236583363
1264,126437.89241854099
1265,56814.5189171648
1266,24014.5566925046
1267,59104.20500759901
1268,109816.99468342794
1269,95992.18403180731
1270,46511.45283524342
1271,169647.66365385166
1272,19854.443384806393
1273,39805.59300841535
1274,23815.28899024971
1275,247536.43560606393
1276,159556.13955493152
1277,18734.209620930662
1278,152586.16810906382
1279,111220.25909077107
1280,96415.48364919006
1281,97290.44190459525
1282,119810.80359530309
1283,41161.084787810716
1284,128853.01873775283
1285,102467.78834565823
1286,75131.40197334829
1287,205990.02049658267
1288,95908.04665929431
1289,83533.3104881887
1290,77497.56936163292
1291,39076.37867442501
1292,55412.61577140307
1293,59079.79622446374
1294,80478.43440240284
1295,54621.83817222449
1296,437759.6902480508
1297,256533.7037281669
1298,92170.24658604705
1299,67112.72667359601
1300,107194.88816521195
1301,73534.90617139975
1302,56825.354063226885
1303,104378.74193957975
1304,102642.9253586482
1305,57086.92919151518
1306,89481.32092665895
1307,161583.19125221384
1308,53970.116225835925
1309,69606.88122935256
1310,103332.78235206564
1311,99207.69139823905
1312,529479.3232591148
1313,212119.25389238208
1314,76525.67252809348
1315,157245.12826446665
1316,171349.49434243818
1317,49937.65865120956
1318,128232.09133500005
1319,52862.38207288877
1320,168543.82489827176
1321,85741.07986794086
1322,22420.417086076617
1323,109262.50777136663
1324,24482.956363214253
1325,58366.03984728765
1326,137239.02370527
1327,97315.25571256706
1328,182820.7992076056
1329,81278.52863427145
1330,180014.20688216668
1331,164626.6821046616
1332,51558.34581785725
1333,60515.43329872733
1334,188339.925413266
1335,23815.28899024971
1336,90331.75179896137
1337,64533.23695284745
1338,23401.078221797667
1339,44271.71490753651
1340,144761.91365707244
1341,120684.51596684782
1342,46507.470483328136
1343,63125.39454652162
1344,387999.86983178614
1345,26398.30893239673
1346,96233.58280297786
1347,136813.01503867033
1348,87875.34940353302
1349,84993.14703256733
1350,76612.14394721124
1351,60164.6760631072
1352,21123.659924909327
1353,47400.1519053894
1354,75149.94653308936
1355,60618.23958835689
1356,80900.58374438755
1357,150938.03853807756
1358,87219.55476576895
1359,168787.81778355717
1360,108895.64794916677
1361,94267.78341379752
1362,82375.02597798627
1363,92957.83208105367
